id,name,name_cn,level,region,country,phone,fax,supervisor,principal,gender,finance_type,district,address_en,address_cn,session_type,school_type
1923,Stillwater Primary School,斯蒂爾沃特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1924,Stockton Primary School,斯托克頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1925,Stonewall Primary School,石牆小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1926,Story Primary School,故事小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2113,Strategic Primary School,戰略小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2114,Strong Primary School,堅強小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2115,Stunning Primary School,驚艷小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2116,Sublime Primary School,崇高小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2117,Successful Primary School,成功小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2118,Sufficient Primary School,足夠小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1927,Sullivan Primary School,沙利文小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1928,Summit Primary School,峰會小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1514,Sunny Elementary School,陽光小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1530,Sunny International School,陽光國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1929,Sunrise Primary School,日出小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1930,Sunset Primary School,日落小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2119,Superb Primary School,超級小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2120,Supreme Primary School,至高無上小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1931,Surrey Primary School,薩里小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1932,Sutherland Primary School,薩瑟蘭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1933,Sutton Primary School,薩頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1934,Swainsboro Primary School,斯溫斯伯勒小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2121,Sweet Primary School,甜美小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2122,Swift Primary School,迅速小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1935,Sycamore Primary School,梧桐樹小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1936,Syracuse Primary School,錫拉丘茲小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
360,S下一 hundred Primary,聖言小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1024,S下一 hundred Primary,聖言書院附屬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
792,TWGHs Primary School,東華三院小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1937,Tacoma Primary School,塔科馬小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1307,Tai O Government Primary,大澳官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1302,Tai Po Government Primary,大埔官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2123,Talented Primary School,有才華小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1938,Tallahassee Primary School,塔拉哈西小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1939,Tallulah Primary School,塔盧拉小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1940,Tampa Primary School,坦帕小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
815,Taoist Primary School,道教小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1941,Taunton Primary School,湯頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1942,Temple Primary School,聖殿小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1943,Tennessee Primary School,田納西小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1944,Territory Primary School,領土小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1945,Texas Primary School,德克薩斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2124,Thankful Primary School,感恩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1946,Thomas Primary School,托馬斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1947,Thornton Primary School,桑頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2125,Thorough Primary School,徹底小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1948,Thousand Oaks Primary School,千橡樹小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1949,Tifton Primary School,蒂夫頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2126,Timely Primary School,及時小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1950,Titus Primary School,泰特斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1951,Toledo Primary School,托萊多小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2127,Top Primary School,頂級小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1952,Topeka Primary School,托皮卡小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1953,Toronto Primary School,多倫多小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1954,Torrance Primary School,托蘭斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1955,Tracy Primary School,特雷西小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1956,Trenton Primary School,特倫頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1957,Trinity Primary School,三位一體小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1958,Troy Primary School,特洛伊小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2128,Trustworthy Primary School,值得信賴小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1304,Tsuen Wan Government Primary,荃灣官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1959,Tucson Primary School,圖森小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1303,Tuen Mun Government Primary,屯門官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1960,Tulsa Primary School,塔爾薩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1961,Tuscaloosa Primary School,塔斯卡盧薩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1962,Twin Falls Primary School,雙子瀑布小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1963,Tyler Primary School,泰勒小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2129,Ultimate Primary School,最終小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2130,Undefeated Primary School,不敗小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1964,Union Primary School,聯合小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2131,Unique Primary School,獨特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1965,Unity Primary School,團結小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1966,University Primary School,大學小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1967,Upland Primary School,高原小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1968,Utopia Primary School,烏托邦小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1969,Valley Primary School,山谷小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1970,Valparaiso Primary School,瓦爾帕萊索小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2132,Valuable Primary School,有價值小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1971,Van Buren Primary School,范布倫小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1972,Vancouver Primary School,溫哥華小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1973,Vanderbilt Primary School,範德比爾特大學小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2133,Vast Primary School,廣闊小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1974,Vermont Primary School,佛蒙特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1975,Vernon Primary School,弗農小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1976,Vicksburg Primary School,維克斯堡小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
795,Victoria Primary School,維多利亞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1280,Victoria Shanghai Academy,滬江維多利亞學院,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2134,Victorious Primary School,勝利小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2135,Vigilant Primary School,警覺小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1977,Virginia Primary School,維吉尼亞小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2136,Virtuous Primary School,品德高尚小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1978,Waco Primary School,韋科小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1979,Walla Walla Primary School,瓦拉瓦拉小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1980,Waltham Primary School,沃爾瑟姆小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1981,Warren Primary School,沃倫小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1982,Washington Primary School,華盛頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1983,Waterloo Primary School,滑鐵盧小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1984,Waycross Primary School,韋克羅斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1985,Wayland Primary School,韋蘭小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1986,Webster Primary School,韋伯斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1987,Weldon Primary School,威爾頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1988,Wellington Primary School,惠靈頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1989,Wells Primary School,威爾斯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
163,Wesley Primary,衛理小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1990,Wesleyan Primary School,衛斯理公學小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1281,West Island School,西島中學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1991,Westfield Primary School,韋斯特菲爾德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1992,Westminster Primary School,威斯敏斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1993,Weston Primary School,韋斯頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1994,Wheeling Primary School,惠靈小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1995,Whittier Primary School,惠蒂爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1996,Wichita Primary School,威奇托小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1997,Wilkes-Barre Primary School,威爾克斯-巴里小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1998,Williamsburg Primary School,威廉斯堡小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1999,Willimantic Primary School,威利曼蒂克小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2137,Willing Primary School,心甘情願小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2000,Wilmington Primary School,威爾明頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2001,Wilson Primary School,威爾遜小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2002,Winchester Primary School,溫徹斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2003,Windham Primary School,溫德姆小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2004,Winston Primary School,溫斯頓小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2005,Winter Haven Primary School,冬季港小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1519,Wise International School,智慧國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1526,Wise Primary School,智慧小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2138,Witty Primary School,機智小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2139,Wonderful Primary School,奇妙小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2006,Woodstock Primary School,伍德斯托克小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2007,Worcester Primary School,伍斯特小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2140,Worthy Primary School,值得小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1282,Wycombe Abbey School Hong Kong,威雅公學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2008,Wyoming Primary School,懷俄明小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2009,Xavier Primary School,澤維爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2010,Yale Primary School,耶魯小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2011,Yankee Primary School,揚基小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1284,Yew Tee International School,耀庭國際學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2012,York Primary School,約克小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2141,Young Primary School,年輕小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2013,Youngstown Primary School,揚斯敦小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2142,Youthful Primary School,朝氣蓬勃小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
1305,Yuen Long Government Primary,元朗官立小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2014,Zanesville Primary School,贊斯維爾小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2143,Zealous Primary School,熱心小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2016,Zenith Primary School,極峰小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2017,Zephyr Primary School,微風小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2015,Zion Primary School,錫安小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2018,Zodiac Primary School,星座小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2019,Zone Primary School,區域小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
2020,Zurich Primary School,蘇黎世小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
769,中華傳道會呂明才小學 CNEC Lui Ming Choi Primary School,中華傳道會呂明才小學 CNEC Lui Ming Choi Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
758,中華基督教會基法小學 CCC Kei Faat Primary School,中華基督教會基法小學 CCC Kei Faat Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
743,中華基督教會基法小學(油塘) CCC Kei Faat Primary School (Yau Tong),中華基督教會基法小學(油塘) CCC Kei Faat Primary School (Yau Tong),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
658,中華基督教會基灣小學 CCC Kei Wan Primary School,中華基督教會基灣小學 CCC Kei Wan Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
645,中華基督教會基灣小學(愛蝶灣) CCC Kei Wan Primary School (Aldrich Bay),中華基督教會基灣小學(愛蝶灣) CCC Kei Wan Primary School (Aldrich Bay),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
700,中華基督教會基華小學(九龍塘) CCC Kei Wa Primary School (Kowloon Tong),中華基督教會基華小學(九龍塘) CCC Kei Wa Primary School (Kowloon Tong),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
679,中華基督教會大澳小學 CCC Tai O Primary School,中華基督教會大澳小學 CCC Tai O Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
719,中華基督教會灣仔堂基道小學(九龍城) CCC Wanchai Church Kei To Primary School (Kowloon City),中華基督教會灣仔堂基道小學(九龍城) CCC Wanchai Church Kei To Primary School (Kowloon City),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
685,中華基督教會長洲堂錦江小學 CCC Cheung Chau Church Kam Kong Primary School,中華基督教會長洲堂錦江小學 CCC Cheung Chau Church Kam Kong Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
629,中西區聖安多尼學校 Central And Western District St. Anthony's School,中西區聖安多尼學校 Central And Western District St. Anthony's School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
651,"丹拿山循道學校 Chinese Methodist School, Tanner Hill","丹拿山循道學校 Chinese Methodist School, Tanner Hill",elementary,Hong Kong,Hong Kong,,,,,,,,,,,
688,九龍塘天主教華德學校 Kowloon Tong Bishop Walsh Catholic School 新華德學校,九龍塘天主教華德學校 Kowloon Tong Bishop Walsh Catholic School 新華德學校,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
727,九龍塘學校(小學部) Kowloon Tong School (Primary Section) 九龍塘小學、九龍塘學校小學部,九龍塘學校(小學部) Kowloon Tong School (Primary Section) 九龍塘小學、九龍塘學校小學部,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
722,九龍塘官立小學 Kowloon Tong Government Primary School,九龍塘官立小學 Kowloon Tong Government Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
705,"九龍塘宣道小學 Alliance Primary School, Kowloon Tong","九龍塘宣道小學 Alliance Primary School, Kowloon Tong",elementary,Hong Kong,Hong Kong,,,,,,,,,,,
739,九龍灣聖若翰天主教小學 Kowloon Bay St. John The Baptist Catholic Primary School,九龍灣聖若翰天主教小學 Kowloon Bay St. John The Baptist Catholic Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
706,九龍真光中學(小學部) Kowloon True Light School (Primary Section) 九龍真光小學、九龍真光中學小學部、九真小學、九龍塘真光,九龍真光中學(小學部) Kowloon True Light School (Primary Section) 九龍真光小學、九龍真光中學小學部、九真小學、九龍塘真光,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
711,"九龍靈光小學 Emmanuel Primary School, Kowloon","九龍靈光小學 Emmanuel Primary School, Kowloon",elementary,Hong Kong,Hong Kong,,,,,,,,,,,
736,佐敦谷聖若瑟天主教小學 Jordan Valley St. Joseph's Catholic Primary School,佐敦谷聖若瑟天主教小學 Jordan Valley St. Joseph's Catholic Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
648,佛教中華康山學校 Buddhist Chung Wah Kornhill Primary School,佛教中華康山學校 Buddhist Chung Wah Kornhill Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
734,佛教慈敬學校 Buddhist Chi King Primary School,佛教慈敬學校 Buddhist Chi King Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
764,佛教林炳炎紀念學校 Buddhist Lam Bing Yim Memorial School 佛教林炳炎紀念學校(香港佛教聯合會主辦),佛教林炳炎紀念學校 Buddhist Lam Bing Yim Memorial School 佛教林炳炎紀念學校(香港佛教聯合會主辦),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
768,佛教林金殿紀念小學 Buddhist Lim Kim Tian Memorial Primary School,佛教林金殿紀念小學 Buddhist Lim Kim Tian Memorial Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
729,保良局林文燦英文小學 PLK Lam Man Chan English Primary School 保良局林文燦小學,保良局林文燦英文小學 PLK Lam Man Chan English Primary School 保良局林文燦小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
771,保良局陳溢小學 PLK Chan Yat Primary School,保良局陳溢小學 PLK Chan Yat Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
649,勵志會梁李秀娛紀念小學 The Endeavourers Leung Lee Sau Yu Memorial Primary School,勵志會梁李秀娛紀念小學 The Endeavourers Leung Lee Sau Yu Memorial Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
653,北角官立小學 North Point Government Primary School,北角官立小學 North Point Government Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
654,北角官立小學(雲景道) North Point Government Primary School (Cloudview Road),北角官立小學(雲景道) North Point Government Primary School (Cloudview Road),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
647,北角循道學校 Chinese Methodist School (North Point),北角循道學校 Chinese Methodist School (North Point),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
713,協恩中學附屬小學 Heep Yunn Primary School 協恩小學,協恩中學附屬小學 Heep Yunn Primary School 協恩小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
676,南丫北段公立小學 Northern Lamma School,南丫北段公立小學 Northern Lamma School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
715,合一堂學校 Hop Yat Church School,合一堂學校 Hop Yat Church School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
652,啟基學校(港島) Chan's Creative School (Hong Kong Island) 啟基小學,啟基學校(港島) Chan's Creative School (Hong Kong Island) 啟基小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
724,啟思小學 Creative Primary School,啟思小學 Creative Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
703,喇沙小學 La Salle Primary School,喇沙小學 La Salle Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
686,嗇色園主辦可譽中學暨可譽小學 Ho Yu College and Primary School (Sponsored by Sik Sik Yuen) (Primary School),嗇色園主辦可譽中學暨可譽小學 Ho Yu College and Primary School (Sponsored by Sik Sik Yuen) (Primary School),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
701,嘉諾撒聖家學校 Holy Family Canossian School 聖家小學,嘉諾撒聖家學校 Holy Family Canossian School 聖家小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
717,嘉諾撒聖家學校(九龍塘) Holy Family Canossian School (Kowloon Tong) 聖家小學,嘉諾撒聖家學校(九龍塘) Holy Family Canossian School (Kowloon Tong) 聖家小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
631,嘉諾撒聖心學校 Sacred Heart Canossian School 嘉諾撒聖心小學,嘉諾撒聖心學校 Sacred Heart Canossian School 嘉諾撒聖心小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
632,嘉諾撒聖心學校私立部 Sacred Heart Canossian School Private Section 嘉諾撒聖心小學,嘉諾撒聖心學校私立部 Sacred Heart Canossian School Private Section 嘉諾撒聖心小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
678,國民學校 Kwok Man School,國民學校 Kwok Man School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
740,坪石天主教小學 Ping Shek Estate Catholic Primary School,坪石天主教小學 Ping Shek Estate Catholic Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
661,培僑小學 Pui Kiu Primary School,培僑小學 Pui Kiu Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
735,基督教聖約教會堅樂小學 The Mission Covenant Church Holm Glad Primary School,基督教聖約教會堅樂小學 The Mission Covenant Church Holm Glad Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
659,基督教香港信義會信愛學校 ELCHK Faith Love Lutheran School,基督教香港信義會信愛學校 ELCHK Faith Love Lutheran School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
710,基督教香港信義會紅磡信義學校 ELCHK Hung Hom Lutheran Primary School,基督教香港信義會紅磡信義學校 ELCHK Hung Hom Lutheran Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
732,天主教佑華小學 Our Lady Of China Catholic Primary School,天主教佑華小學 Our Lady Of China Catholic Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
660,天主教明德學校 Meng Tak Catholic School,天主教明德學校 Meng Tak Catholic School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
737,天主教柏德學校 Bishop Paschang Catholic School 天主教柏德小學,天主教柏德學校 Bishop Paschang Catholic School 天主教柏德小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
626,天主教總堂區學校 Catholic Mission School,天主教總堂區學校 Catholic Mission School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
689,天主教領島學校 Ling To Catholic Primary School 領島小學,天主教領島學校 Ling To Catholic Primary School 領島小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
720,天神嘉諾撒學校 Holy Angels Canossian School,天神嘉諾撒學校 Holy Angels Canossian School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
656,太古小學 Taikoo Primary School,太古小學 Taikoo Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
681,寶安商會溫浩根小學 Po On Commercial Association Wan Ho Kan Primary School 寶安商會温浩根小學,寶安商會溫浩根小學 Po On Commercial Association Wan Ho Kan Primary School 寶安商會温浩根小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
657,愛秩序灣官立小學 Aldrich Bay Government Primary School,愛秩序灣官立小學 Aldrich Bay Government Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
644,慈幼學校 Salesian School,慈幼學校 Salesian School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
770,慈幼葉漢千禧小學 Salesian Yip Hon Millennium Primary School,慈幼葉漢千禧小學 Salesian Yip Hon Millennium Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
708,拔萃小學 Diocesan Preparatory School 舊小拔,拔萃小學 Diocesan Preparatory School 舊小拔,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
694,"拔萃男書院附屬小學 Diocesan Boys' School Primary Division 新小拔, 男拔萃小學, 男拔萃書院小學, 男拔附小, 男拔小, 小男拔","拔萃男書院附屬小學 Diocesan Boys' School Primary Division 新小拔, 男拔萃小學, 男拔萃書院小學, 男拔附小, 男拔小, 小男拔",elementary,Hong Kong,Hong Kong,,,,,,,,,,,
670,救世軍中原慈善基金學校 The Salvation Army Centaline Charity Fund School,救世軍中原慈善基金學校 The Salvation Army Centaline Charity Fund School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
682,救世軍林拔中紀念學校 The Salvation Army Lam Butt Chung Memorial School,救世軍林拔中紀念學校 The Salvation Army Lam Butt Chung Memorial School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
667,救世軍韋理夫人紀念學校 The Salvation Army Ann Wyllie Memorial School,救世軍韋理夫人紀念學校 The Salvation Army Ann Wyllie Memorial School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
640,救恩學校 Kau Yan School 救恩小學、救恩學校(小學部),救恩學校 Kau Yan School 救恩小學、救恩學校(小學部),elementary,Hong Kong,Hong Kong,,,,,,,,,,,
628,新會商會學校 San Wui Commercial Society School,新會商會學校 San Wui Commercial Society School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
630,李陞小學 Li Sing Primary School,李陞小學 Li Sing Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
673,杯澳公立學校 Bui O Public School,杯澳公立學校 Bui O Public School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
674,東涌天主教學校 Tung Chung Catholic School (Primary School) 東涌天主教小學,東涌天主教學校 Tung Chung Catholic School (Primary School) 東涌天主教小學,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
687,梅窩學校 Mui Wo School,梅窩學校 Mui Wo School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
723,樂善堂小學 Lok Sin Tong Primary School,樂善堂小學 Lok Sin Tong Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
762,樂善堂楊仲明學校 Lok Sin Tong Yeung Chung Ming Primary School,樂善堂楊仲明學校 Lok Sin Tong Yeung Chung Ming Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
745,樂華天主教小學 Lok Wah Catholic Primary School,樂華天主教小學 Lok Wah Catholic Primary School,elementary,Hong Kong,Hong Kong,,,,,,,,,,,
