ID,英文名,中文名,类型,官网,校训,地址,校长
1678,Harding Primary School,哈丁小學,小学,缺失,缺失,缺失,缺失
1680,Harvard Primary School,哈佛小學,小学,缺失,缺失,缺失,缺失
1699,Hudson Primary School,哈德遜小學,小学,缺失,缺失,缺失,缺失
1679,Hartford Primary School,哈特福德小學,小学,缺失,缺失,缺失,缺失
1595,Columbia Primary School,哥倫比亞小學,小学,缺失,缺失,缺失,缺失
1621,Downing Primary School,唐寧小學,小学,缺失,缺失,缺失,缺失
1596,Commerce Primary School,商業小學,小学,缺失,缺失,缺失,缺失
775,Kowloon Preparatory School,啟基學校,小学,缺失,"Love, Learn, Grow","53 Waterloo Road, Kowloon",缺失
652,啟基學校(港島) Chan's Creative School (Hong Kong Island) 啟基小學,啟基學校(港島) Chan's Creative School (Hong Kong Island) 啟基小學,小学,缺失,"禮、義、廉、恥 Propriety, Justice, Integrity and Honour",缺失,缺失
933,Criterion Primary School,啟基小學,小学,缺失,缺失,缺失,缺失
492,KAI Primary,啟德小學,小学,https://www.ps492.edu.hk,尊師、重道、勤學、力行,"592 Sai Ying Pun Road, Hong Kong",缺失
724,啟思小學 Creative Primary School,啟思小學 Creative Primary School,小学,缺失,活學好思 Share in the joy and fulfillment of learning and achieving excellence together,缺失,缺失
1488,Enlighten Primary,啟發小學,小学,缺失,缺失,缺失,缺失
2063,Inspiring Primary School,啟發靈感小學,小学,缺失,缺失,缺失,缺失
1525,Kind International School,善良國際學校,小学,缺失,缺失,缺失,缺失
1518,Kind Primary School,善良小學,小学,缺失,缺失,缺失,缺失
703,喇沙小學 La Salle Primary School,喇沙小學 La Salle Primary School,小学,缺失,信德、善行 Fides et Opera,缺失,缺失
155,La Salle Primary School,喇沙書院小學,小学,https://www.ps155.edu.hk,尊師、重道、勤學、力行,"255 Central Road, Hong Kong",缺失
498,LCS Primary,喇沙書院小學部,小学,https://www.ps498.edu.hk,尊師、重道、勤學、力行,"598 Aberdeen Road, Hong Kong",缺失
2065,Joyful Primary School,喜悅小學,小学,缺失,缺失,缺失,缺失
1724,Jordan Primary School,喬丹小學,小学,缺失,缺失,缺失,缺失
1657,Georgia Primary School,喬治亞小學,小学,缺失,缺失,缺失,缺失
1656,Georgetown Primary School,喬治城小學,小学,缺失,缺失,缺失,缺失
686,嗇色園主辦可譽中學暨可譽小學 Ho Yu College and Primary School (Sponsored by Sik Sik Yuen) (Primary School),嗇色園主辦可譽中學暨可譽小學 Ho Yu College and Primary School (Sponsored by Sik Sik Yuen) (Primary School),小学,缺失,普濟勸善 To act benevolently and to preach benevolence,缺失,缺失
814,Canossian Primary School,嘉諾撒小學,小学,缺失,缺失,缺失,缺失
701,嘉諾撒聖家學校 Holy Family Canossian School 聖家小學,嘉諾撒聖家學校 Holy Family Canossian School 聖家小學,小学,缺失,謙遜仁愛 Humility and Charity,缺失,缺失
717,嘉諾撒聖家學校(九龍塘) Holy Family Canossian School (Kowloon Tong) 聖家小學,嘉諾撒聖家學校(九龍塘) Holy Family Canossian School (Kowloon Tong) 聖家小學,小学,缺失,同繫於愛 United in Love,缺失,缺失
631,嘉諾撒聖心學校 Sacred Heart Canossian School 嘉諾撒聖心小學,嘉諾撒聖心學校 Sacred Heart Canossian School 嘉諾撒聖心小學,小学,缺失,"我是道路、真理、生命（若14：6） I am the Way, the Truth and the Life (John 14 ",缺失,缺失
632,嘉諾撒聖心學校私立部 Sacred Heart Canossian School Private Section 嘉諾撒聖心小學,嘉諾撒聖心學校私立部 Sacred Heart Canossian School Private Section 嘉諾撒聖心小學,小学,缺失,道路、真理、生命 Via Veritas Vita,缺失,缺失
1329,Beacon Hill Primary,嘉道理小學,小学,缺失,缺失,缺失,缺失
2103,Serious Primary School,嚴肅小學,小学,缺失,缺失,缺失,缺失
1709,Inverness Primary School,因弗內斯小學,小学,缺失,缺失,缺失,缺失
678,國民學校 Kwok Man School,國民學校 Kwok Man School,小学,缺失,"禮、義、勤、誠 Politeness, Righteousness, Diligence and Honesty",缺失,缺失
1816,National Primary School,國立小學,小学,缺失,缺失,缺失,缺失
489,IKC Primary,國際啟德小學,小学,https://www.ps489.edu.hk,尊師、重道、勤學、力行,"589 Repulse Bay Road, Hong Kong",缺失
486,ICA Primary,國際基督教小學,小学,https://www.ps486.edu.hk,尊師、重道、勤學、力行,"586 Sheung Wan Road, Hong Kong",缺失
1708,International Primary School,國際小學,小学,缺失,缺失,缺失,缺失
1959,Tucson Primary School,圖森小學,小学,缺失,缺失,缺失,缺失
1965,Unity Primary School,團結小學,小学,缺失,缺失,缺失,缺失
1271,Delia School of Canada,地利亞加拿大國際學校,小学,缺失,缺失,缺失,缺失
440,Delia Primary School,地利亞小學,小学,https://www.ps440.edu.hk,尊師、重道、勤學、力行,"540 Central Road, Hong Kong",缺失
935,Delia Primary School,地利亞英文小學,小学,缺失,缺失,缺失,缺失
1738,Landmark Primary School,地標小學,小学,缺失,缺失,缺失,缺失
1448,Cumberland Primary,坎布里亞小學,小学,缺失,缺失,缺失,缺失
1568,Canterbury Primary School,坎特伯雷小學,小学,缺失,缺失,缺失,缺失
1566,Camden Primary School,坎登小學,小学,缺失,缺失,缺失,缺失
1940,Tampa Primary School,坦帕小學,小学,缺失,缺失,缺失,缺失
740,坪石天主教小學 Ping Shek Estate Catholic Primary School,坪石天主教小學 Ping Shek Estate Catholic Primary School,小学,缺失,仁愛堅毅 Caring and Assiduous,缺失,缺失
1638,Exeter Primary School,埃克塞特小學,小学,缺失,缺失,缺失,缺失
1631,Ellis Primary School,埃利斯小學,小学,缺失,缺失,缺失,缺失
1635,Essex Primary School,埃塞克斯小學,小学,缺失,缺失,缺失,缺失
1626,Edmonds Primary School,埃德蒙茲小學,小学,缺失,缺失,缺失,缺失
1628,Effingham Primary School,埃芬漢小學,小学,缺失,缺失,缺失,缺失
1633,Emery Primary School,埃默里小學,小学,缺失,缺失,缺失,缺失
661,培僑小學 Pui Kiu Primary School,培僑小學 Pui Kiu Primary School,小学,缺失,缺失,缺失,缺失
1020,Pui Ching Primary,培正中學附屬小學,小学,缺失,缺失,缺失,缺失
524,Pui Ching Primary,培正小學,小学,https://www.ps524.edu.hk,尊師、重道、勤學、力行,"624 Repulse Bay Road, Hong Kong",缺失
1021,Pui Tak Primary,培道中學附屬小學,小学,缺失,缺失,缺失,缺失
525,Pui Tak Primary,培道小學,小学,https://www.ps525.edu.hk,尊師、重道、勤學、力行,"625 Central Road, Hong Kong",缺失
430,Christ Primary,基督小學,小学,https://www.ps430.edu.hk,尊師、重道、勤學、力行,"530 Central Road, Hong Kong",缺失
820,Christian Brethren Primary,基督徒小學,小学,缺失,缺失,缺失,缺失
905,Christian Brethren Primary,基督徒會堂小學,小学,缺失,缺失,缺失,缺失
818,Seventh Day Adventist Primary,基督復臨安息日會小學,小学,缺失,缺失,缺失,缺失
822,International Christian School,基督教國際學校,小学,缺失,缺失,缺失,缺失
906,Christian College Primary,基督教培真小學,小学,缺失,缺失,缺失,缺失
909,Christian (Kwan) Primary,基督教官立小學,小学,缺失,缺失,缺失,缺失
817,Christian Primary School,基督教小學,小学,缺失,缺失,缺失,缺失
904,Christian Academy Primary,基督教崇真中學(小學部),小学,缺失,缺失,缺失,缺失
937,DKMA Primary,基督教崇真中學小學部,小学,缺失,缺失,缺失,缺失
442,DKMA Primary,基督教崇真小學,小学,https://www.ps442.edu.hk,尊師、重道、勤學、力行,"542 Sai Ying Pun Road, Hong Kong",缺失
913,Christian (Ping) Primary,基督教平安小學,小学,缺失,缺失,缺失,缺失
908,Christian Heng Lung Primary,基督教恆隆小學,小学,缺失,缺失,缺失,缺失
735,基督教聖約教會堅樂小學 The Mission Covenant Church Holm Glad Primary School,基督教聖約教會堅樂小學 The Mission Covenant Church Holm Glad Primary School,小学,缺失,敬畏耶和華是智慧的開端，認識至聖者便是聰明。 The fear of the LORD is the beginning of wisdom and knowledge of the Holy One is understanding.,缺失,缺失
907,Christian Fengye Primary,基督教風悅小學,小学,缺失,缺失,缺失,缺失
950,ELCHK (San) Primary,基督教香港信義會三育中學附屬小學,小学,缺失,缺失,缺失,缺失
957,ELCHK (Yan) Primary,基督教香港信義會仁愛小學,小学,缺失,缺失,缺失,缺失
659,基督教香港信義會信愛學校 ELCHK Faith Love Lutheran School,基督教香港信義會信愛學校 ELCHK Faith Love Lutheran School,小学,缺失,因信稱義、學智知仁 Pursue righteousness by faith; Attain benevolence through enlightenment.,缺失,缺失
948,ELCHK (Lui) Primary,基督教香港信義會利福小學,小学,缺失,缺失,缺失,缺失
955,ELCHK (Tin) Primary,基督教香港信義會天恩小學,小学,缺失,缺失,缺失,缺失
954,ELCHK (Tai) Primary,基督教香港信義會太古城小學,小学,缺失,缺失,缺失,缺失
444,ELCHK Primary,基督教香港信義會小學,小学,https://www.ps444.edu.hk,尊師、重道、勤學、力行,"544 Repulse Bay Road, Hong Kong",缺失
953,ELCHK (Si) Primary,基督教香港信義會崇真中學附屬小學,小学,缺失,缺失,缺失,缺失
944,ELCHK (Hei) Primary,基督教香港信義會怡瑞小學,小学,缺失,缺失,缺失,缺失
949,ELCHK (Ming) Primary,基督教香港信義會明道小學,小学,缺失,缺失,缺失,缺失
956,ELCHK (Tung) Primary,基督教香港信義會東涌天主教學校小學部,小学,缺失,缺失,缺失,缺失
946,ELCHK (Lai) Primary,基督教香港信義會梨木樹小學,小学,缺失,缺失,缺失,缺失
952,ELCHK (Sha) Primary,基督教香港信義會沙田小學,小学,缺失,缺失,缺失,缺失
951,ELCHK (Shan) Primary,基督教香港信義會深信小學,小学,缺失,缺失,缺失,缺失
943,ELCHK (Fuk) Primary,基督教香港信義會福榮小學,小学,缺失,缺失,缺失,缺失
710,基督教香港信義會紅磡信義學校 ELCHK Hung Hom Lutheran Primary School,基督教香港信義會紅磡信義學校 ELCHK Hung Hom Lutheran Primary School,小学,缺失,榮神愛人 ,缺失,缺失
945,ELCHK (Kwai) Primary,基督教香港信義會葵盛小學,小学,缺失,缺失,缺失,缺失
947,ELCHK (Lam) Primary,基督教香港信義會藍田小學,小学,缺失,缺失,缺失,缺失
942,ELCHK (Ching) Primary,基督教香港信義會青霖小學,小学,缺失,缺失,缺失,缺失
1730,Keystone Primary School,基石小學,小学,缺失,缺失,缺失,缺失
1312,Kennedy Town Government Primary,堅尼地城官立小學,小学,缺失,缺失,缺失,缺失
2114,Strong Primary School,堅強小學,小学,缺失,缺失,缺失,缺失
1728,Kansas Primary School,堪薩斯小學,小学,缺失,缺失,缺失,缺失
1938,Tallahassee Primary School,塔拉哈西小學,小学,缺失,缺失,缺失,缺失
1961,Tuscaloosa Primary School,塔斯卡盧薩小學,小学,缺失,缺失,缺失,缺失
1960,Tulsa Primary School,塔爾薩小學,小学,缺失,缺失,缺失,缺失
1939,Tallulah Primary School,塔盧拉小學,小学,缺失,缺失,缺失,缺失
1937,Tacoma Primary School,塔科馬小學,小学,缺失,缺失,缺失,缺失
1890,Salem Primary School,塞勒姆小學,小学,缺失,缺失,缺失,缺失
1901,Seminole Primary School,塞米諾爾小學,小学,缺失,缺失,缺失,缺失
1275,Malvern College Hong Kong,墨爾文國際學校,小学,缺失,缺失,缺失,缺失
1789,Melbourne Primary School,墨爾本小學,小学,缺失,缺失,缺失,缺失
2109,Spectacular Primary School,壯觀小學,小学,缺失,缺失,缺失,缺失
2072,Magnificent Primary School,壯麗小學,小学,缺失,缺失,缺失,缺失
1620,Dover Primary School,多佛小學,小学,缺失,缺失,缺失,缺失
1953,Toronto Primary School,多倫多小學,小学,缺失,缺失,缺失,缺失
1460,Dora Primary,多啦小學,小学,缺失,缺失,缺失,缺失
1609,Danube Primary School,多瑙河小學,小学,缺失,缺失,缺失,缺失
1459,Dominic Primary,多米尼克小學,小学,缺失,缺失,缺失,缺失
1458,Dolly Primary,多莉小學,小学,缺失,缺失,缺失,缺失
1461,Doris Primary,多莉絲小學,小学,缺失,缺失,缺失,缺失
1464,Dream Primary,夢想小學,小学,缺失,缺失,缺失,缺失
1302,Tai Po Government Primary,大埔官立小學,小学,缺失,缺失,缺失,缺失
1966,University Primary School,大學小學,小学,缺失,缺失,缺失,缺失
1307,Tai O Government Primary,大澳官立小學,小学,缺失,缺失,缺失,缺失
1773,Marble Primary School,大理石小學,小学,缺失,缺失,缺失,缺失
1333,Big Ben Primary,大笨鐘小學,小学,缺失,缺失,缺失,缺失
1862,Prairie Primary School,大草原小學,小学,缺失,缺失,缺失,缺失
1454,David Grey Primary,大衛格雷小學,小学,缺失,缺失,缺失,缺失
1480,Elephant Primary,大象小學,小学,缺失,缺失,缺失,缺失
1546,Avenue Primary School,大道小學,小学,缺失,缺失,缺失,缺失
732,天主教佑華小學 Our Lady Of China Catholic Primary School,天主教佑華小學 Our Lady Of China Catholic Primary School,小学,缺失,愛化主民 God's love transforms our lives.,缺失,缺失
660,天主教明德學校 Meng Tak Catholic School,天主教明德學校 Meng Tak Catholic School,小学,缺失,愛人如己 Love others as you love yourself,缺失,缺失
737,天主教柏德學校 Bishop Paschang Catholic School 天主教柏德小學,天主教柏德學校 Bishop Paschang Catholic School 天主教柏德小學,小学,缺失,"仁、義、勤、儉 Patience,Justice,Diligence,and Thriftiness.",缺失,缺失
626,天主教總堂區學校 Catholic Mission School,天主教總堂區學校 Catholic Mission School,小学,缺失,敬主愛人、力學求真 Revere the Lord and Love People. Study Hard and Seek for the Truth.,缺失,缺失
689,天主教領島學校 Ling To Catholic Primary School 領島小學,天主教領島學校 Ling To Catholic Primary School 領島小學,小学,缺失,明辨篤行 Distinguish comprehensibly and behave sincerely,缺失,缺失
1538,Angels Primary School,天使小學,小学,缺失,缺失,缺失,缺失
720,天神嘉諾撒學校 Holy Angels Canossian School,天神嘉諾撒學校 Holy Angels Canossian School,小学,缺失,"謙遜仁愛 Be humble, be caring",缺失,缺失
656,太古小學 Taikoo Primary School,太古小學 Taikoo Primary School,小学,缺失,"誠信儉樸 Honesty, Trust, Prudence and Modesty",缺失,缺失
517,Pacific Primary,太平洋小學,小学,https://www.ps517.edu.hk,尊師、重道、勤學、力行,"617 Sai Ying Pun Road, Hong Kong",缺失
2139,Wonderful Primary School,奇妙小學,小学,缺失,缺失,缺失,缺失
2075,Miraculous Primary School,奇蹟小學,小学,缺失,缺失,缺失,缺失
1830,Oakland Primary School,奧克蘭小學,小学,缺失,缺失,缺失,缺失
1543,Auburn Primary School,奧本小學,小学,缺失,缺失,缺失,缺失
1834,Olympia Primary School,奧林匹亞小學,小学,缺失,缺失,缺失,缺失
1839,Orlando Primary School,奧蘭多小學,小学,缺失,缺失,缺失,缺失
1022,Queen's College Primary,女皇書院小學,小学,缺失,缺失,缺失,缺失
1999,Willimantic Primary School,威利曼蒂克小學,小学,缺失,缺失,缺失,缺失
1996,Wichita Primary School,威奇托小學,小学,缺失,缺失,缺失,缺失
1998,Williamsburg Primary School,威廉斯堡小學,小学,缺失,缺失,缺失,缺失
1992,Westminster Primary School,威斯敏斯特小學,小学,缺失,缺失,缺失,缺失
1997,Wilkes-Barre Primary School,威爾克斯-巴里小學,小学,缺失,缺失,缺失,缺失
1989,Wells Primary School,威爾斯小學,小学,缺失,缺失,缺失,缺失
2000,Wilmington Primary School,威爾明頓小學,小学,缺失,缺失,缺失,缺失
2001,Wilson Primary School,威爾遜小學,小学,缺失,缺失,缺失,缺失
1987,Weldon Primary School,威爾頓小學,小学,缺失,缺失,缺失,缺失
1282,Wycombe Abbey School Hong Kong,威雅公學,小学,缺失,缺失,缺失,缺失
1492,Entertaining Primary,娛樂小學,小学,缺失,缺失,缺失,缺失
510,MEC Primary,媽閣小學,小学,https://www.ps510.edu.hk,尊師、重道、勤學、力行,"610 Central Road, Hong Kong",缺失
1793,Meridian Primary School,子午線小學,小学,缺失,缺失,缺失,缺失
1444,Cosmos Primary,宇宙小學,小学,缺失,缺失,缺失,缺失
2100,Secure Primary School,安全小學,小学,缺失,缺失,缺失,缺失
1318,Annual Primary,安培力小學,小学,缺失,缺失,缺失,缺失
1835,Ontario Primary School,安大略小學,小学,缺失,缺失,缺失,缺失
861,Aplington Primary School,安菲爾頓小學,小学,缺失,缺失,缺失,缺失
2078,Perfect Primary School,完美小學,小学,缺失,缺失,缺失,缺失
1293,GHS Primary School,官立嘉道理小學,小学,缺失,缺失,缺失,缺失
2079,Pleasant Primary School,宜人小學,小学,缺失,缺失,缺失,缺失
903,Christian & Missionary Alliance Primary,宣道會陳李佩英紀念小學,小学,缺失,缺失,缺失,缺失
1802,Missouri Primary School,密蘇里小學,小学,缺失,缺失,缺失,缺失
1651,Fulton Primary School,富爾頓小學,小学,缺失,缺失,缺失,缺失
1648,Franklin Primary School,富蘭克林小學,小学,缺失,缺失,缺失,缺失
681,寶安商會溫浩根小學 Po On Commercial Association Wan Ho Kan Primary School 寶安商會温浩根小學,寶安商會溫浩根小學 Po On Commercial Association Wan Ho Kan Primary School 寶安商會温浩根小學,小学,缺失,敬遜時敏 ,缺失,缺失
811,Precious Blood Primary School,寶血小學,小学,缺失,缺失,缺失,缺失
523,Po Nga Primary,寶雅小學,小学,https://www.ps523.edu.hk,尊師、重道、勤學、力行,"623 Aberdeen Road, Hong Kong",缺失
2093,Respectful Primary School,尊重小學,小学,缺失,缺失,缺失,缺失
1407,Chapel Primary,小禮拜堂小學,小学,缺失,缺失,缺失,缺失
1503,Eureka Primary,尤里卡小學,小学,缺失,缺失,缺失,缺失
1823,Niagara Primary School,尼亞加拉小學,小学,缺失,缺失,缺失,缺失
1303,Tuen Mun Government Primary,屯門官立小學,小学,缺失,缺失,缺失,缺失
1813,Mountain Primary School,山岳小學,小学,缺失,缺失,缺失,缺失
1511,Eyrie Primary,山崖小學,小学,缺失,缺失,缺失,缺失
1375,Camellia Primary,山茶花小學,小学,缺失,缺失,缺失,缺失
1969,Valley Primary School,山谷小學,小学,缺失,缺失,缺失,缺失
1928,Summit Primary School,峰會小學,小学,缺失,缺失,缺失,缺失
1712,Island Primary School,島嶼小學,小学,缺失,缺失,缺失,缺失
1569,Canyon Primary School,峽谷小學,小学,缺失,缺失,缺失,缺失
916,Chung Shan Primary,崇山小學,小学,缺失,缺失,缺失,缺失
431,Chung Chi Primary,崇真小學,小学,https://www.ps431.edu.hk,尊師、重道、勤學、力行,"531 Sheung Wan Road, Hong Kong",缺失
915,Chung Mei Primary,崇美小學,小学,缺失,缺失,缺失,缺失
2116,Sublime Primary School,崇高小學,小学,缺失,缺失,缺失,缺失
502,Lingnan Primary,嶺南小學,小学,https://www.ps502.edu.hk,尊師、重道、勤學、力行,"602 Sai Ying Pun Road, Hong Kong",缺失
1920,State Primary School,州立小學,小学,缺失,缺失,缺失,缺失
2055,Huge Primary School,巨大小學,小学,缺失,缺失,缺失,缺失
1561,Brunswick Primary School,布倫瑞克小學,小学,缺失,缺失,缺失,缺失
869,Blake Primary School,布萊克小學,小学,缺失,缺失,缺失,缺失
1562,Bryant Primary School,布萊恩特小學,小学,缺失,缺失,缺失,缺失
1556,Blair Primary School,布萊爾小學,小学,缺失,缺失,缺失,缺失
1559,Brecknock Primary School,布萊諾克小學,小学,缺失,缺失,缺失,缺失
871,Brampton Primary School,布蘭普頓小學,小学,缺失,缺失,缺失,缺失
1558,Brandon Primary School,布蘭登小學,小学,缺失,缺失,缺失,缺失
1341,Brooklyn Primary,布魯克林小學,小学,缺失,缺失,缺失,缺失
1689,Hillcrest Primary School,希爾克雷斯特小學,小学,缺失,缺失,缺失,缺失
1690,Hilton Primary School,希爾頓小學,小学,缺失,缺失,缺失,缺失
1842,Parkwood Primary School,帕克伍德小學,小学,缺失,缺失,缺失,缺失
1841,Palo Alto Primary School,帕洛阿爾托小學,小学,缺失,缺失,缺失,缺失
1486,Empire Primary,帝國小學,小学,缺失,缺失,缺失,缺失
1637,Evergreen Primary School,常青小學,小学,缺失,缺失,缺失,缺失
519,Peace Primary,平安小學,小学,https://www.ps519.edu.hk,尊師、重道、勤學、力行,"619 Repulse Bay Road, Hong Kong",缺失
448,Equity Primary,平正小學,小学,https://www.ps448.edu.hk,尊師、重道、勤學、力行,"548 Aberdeen Road, Hong Kong",缺失
958,Equity Primary School,平正道小學,小学,缺失,缺失,缺失,缺失
1497,Equality Primary,平等小學,小学,缺失,缺失,缺失,缺失
2025,Calm Primary School,平靜小學,小学,缺失,缺失,缺失,缺失
2141,Young Primary School,年輕小學,小学,缺失,缺失,缺失,缺失
2023,Bliss Primary School,幸福小學,小学,缺失,缺失,缺失,缺失
1531,Lucky International School,幸運國際學校,小学,缺失,缺失,缺失,缺失
1515,Lucky Elementary School,幸運小學,小学,缺失,缺失,缺失,缺失
2058,Humorous Primary School,幽默小學,小学,缺失,缺失,缺失,缺失
932,Cooinda Primary School,庫恩達小學,小学,缺失,缺失,缺失,缺失
1598,Cornell Primary School,康奈爾小學,小学,缺失,缺失,缺失,缺失
930,Concordia Primary School,康文德小學,小学,缺失,缺失,缺失,缺失
1443,Cornwall Primary,康沃爾小學,小学,缺失,缺失,缺失,缺失
1597,Concord Primary School,康科德小學,小学,缺失,缺失,缺失,缺失
1855,Plaza Primary School,廣場小學,小学,缺失,缺失,缺失,缺失
2133,Vast Primary School,廣闊小學,小学,缺失,缺失,缺失,缺失
1975,Vernon Primary School,弗農小學,小学,缺失,缺失,缺失,缺失
1812,Mount Vernon Primary School,弗農山小學,小学,缺失,缺失,缺失,缺失
1650,Fremont Primary School,弗里蒙特小學,小学,缺失,缺失,缺失,缺失
1649,Frederick Primary School,弗雷德里克小學,小学,缺失,缺失,缺失,缺失
1578,Chamberlain Primary School,張伯倫小學,小学,缺失,缺失,缺失,缺失
2084,Powerful Primary School,強大小學,小学,缺失,缺失,缺失,缺失
428,Choi Hung Primary,彩虹小學,小学,https://www.ps428.edu.hk,尊師、重道、勤學、力行,"528 Aberdeen Road, Hong Kong",缺失
1847,Pembroke Primary School,彭布羅克小學,小学,缺失,缺失,缺失,缺失
970,Methodist College Primary,循道中學附屬小學,小学,缺失,缺失,缺失,缺失
162,Methodist Primary,循道小學,小学,https://www.ps162.edu.hk,尊師、重道、勤學、力行,"262 Sai Ying Pun Road, Hong Kong",缺失
1314,AD&F Primary,循道愛芬小學,小学,缺失,缺失,缺失,缺失
2106,Smile Primary School,微笑小學,小学,缺失,缺失,缺失,缺失
2017,Zephyr Primary School,微風小學,小学,缺失,缺失,缺失,缺失
1945,Texas Primary School,德克薩斯小學,小学,缺失,缺失,缺失,缺失
1618,Devon Primary School,德文郡小學,小学,缺失,缺失,缺失,缺失
1616,Derby Primary School,德比小學,小学,缺失,缺失,缺失,缺失
959,GCE Primary,德瑞國際學校小學,小学,缺失,缺失,缺失,缺失
459,GESS Primary,德瑞國際學校小學部,小学,https://www.ps459.edu.hk,尊師、重道、勤學、力行,"559 Repulse Bay Road, Hong Kong",缺失
2125,Thorough Primary School,徹底小學,小学,缺失,缺失,缺失,缺失
2137,Willing Primary School,心甘情願小學,小学,缺失,缺失,缺失,缺失
1763,Loyalty Primary School,忠誠小學,小学,缺失,缺失,缺失,缺失
1512,Happy International School,快樂國際學校,小学,缺失,缺失,缺失,缺失
1529,Happy Elementary School,快樂小學,小学,缺失,缺失,缺失,缺失
1415,Cissy Primary,思思小學,小学,缺失,缺失,缺失,缺失
1879,Restoration Primary School,恢復小學,小学,缺失,缺失,缺失,缺失
447,EPICO Primary,恩主教小學,小学,https://www.ps447.edu.hk,尊師、重道、勤學、力行,"547 Sai Ying Pun Road, Hong Kong",缺失
464,Grace Primary,恩典小學,小学,https://www.ps464.edu.hk,尊師、重道、勤學、力行,"564 Repulse Bay Road, Hong Kong",缺失
1634,Enfield Primary School,恩菲爾德小學,小学,缺失,缺失,缺失,缺失
1995,Whittier Primary School,惠蒂爾小學,小学,缺失,缺失,缺失,缺失
1994,Wheeling Primary School,惠靈小學,小学,缺失,缺失,缺失,缺失
1988,Wellington Primary School,惠靈頓小學,小学,缺失,缺失,缺失,缺失
1856,Pleasant Primary School,愉快小學,小学,缺失,缺失,缺失,缺失
1475,Edinburgh Primary,愛丁堡小學,小学,缺失,缺失,缺失,缺失
1843,Patriot Primary School,愛國者小學,小学,缺失,缺失,缺失,缺失
1320,AP Prime Primary,愛培小學,小学,缺失,缺失,缺失,缺失
1627,Edwards Primary School,愛德華茲小學,小学,缺失,缺失,缺失,缺失
2071,Loving Primary School,愛心小學,小学,缺失,缺失,缺失,缺失
1315,AG Primary,愛秩序小學,小学,缺失,缺失,缺失,缺失
657,愛秩序灣官立小學 Aldrich Bay Government Primary School,愛秩序灣官立小學 Aldrich Bay Government Primary School,小学,缺失,"敬、遜、思、敏 Respectable, Humble, Thoughtful, Prompt",缺失,缺失
1316,Allied Arts Primary,愛群道小學,小学,缺失,缺失,缺失,缺失
1710,Iowa Primary School,愛荷華小學,小学,缺失,缺失,缺失,缺失
1625,Edison Primary School,愛迪生小學,小学,缺失,缺失,缺失,缺失
1534,Alice Primary School,愛麗絲小學,小学,缺失,缺失,缺失,缺失
1632,Emerson Primary School,愛默生小學,小学,缺失,缺失,缺失,缺失
2124,Thankful Primary School,感恩小學,小学,缺失,缺失,缺失,缺失
2048,Grateful Primary School,感激小學,小学,缺失,缺失,缺失,缺失
2027,Charity Primary School,慈善小學,小学,缺失,缺失,缺失,缺失
644,慈幼學校 Salesian School,慈幼學校 Salesian School,小学,缺失,點燃火炬，照耀人群 To ignite one's life and to give light to others,缺失,缺失
813,Salesian Primary School,慈幼小學,小学,缺失,缺失,缺失,缺失
770,慈幼葉漢千禧小學 Salesian Yip Hon Millennium Primary School,慈幼葉漢千禧小學 Salesian Yip Hon Millennium Primary School,小学,缺失,"誠信、儉樸 Be sincere, honest and humble. Speak the truth and lead a simple life.",缺失,缺失
2008,Wyoming Primary School,懷俄明小學,小学,缺失,缺失,缺失,缺失
1588,Cliffside Primary School,懸崖邊小學,小学,缺失,缺失,缺失,缺失
1663,Gordon Primary School,戈登小學,小学,缺失,缺失,缺失,缺失
2117,Successful Primary School,成功小學,小学,缺失,缺失,缺失,缺失
2113,Strategic Primary School,戰略小學,小学,缺失,缺失,缺失,缺失
1463,Drama Primary,戲劇小學,小学,缺失,缺失,缺失,缺失
1608,Dane Primary School,戴恩小學,小学,缺失,缺失,缺失,缺失
1611,Davidson Primary School,戴維森小學,小学,缺失,缺失,缺失,缺失
1321,Aptitude Primary,才能小學,小学,缺失,缺失,缺失,缺失
1952,Topeka Primary School,托皮卡小學,小学,缺失,缺失,缺失,缺失
1951,Toledo Primary School,托萊多小學,小学,缺失,缺失,缺失,缺失
1954,Torrance Primary School,托蘭斯小學,小学,缺失,缺失,缺失,缺失
1946,Thomas Primary School,托馬斯小學,小学,缺失,缺失,缺失,缺失
1324,Aspiration Primary,抱負小學,小学,缺失,缺失,缺失,缺失
1767,Magdalene Primary School,抹大拉小學,小学,缺失,缺失,缺失,缺失
1870,Ramsey Primary School,拉姆齊小學,小学,缺失,缺失,缺失,缺失
1735,Lafayette Primary School,拉斐特小學,小学,缺失,缺失,缺失,缺失
1736,Lagrange Primary School,拉格朗日小學,小学,缺失,缺失,缺失,缺失
1741,Laredo Primary School,拉雷多小學,小学,缺失,缺失,缺失,缺失
152,Diocesan Girls School Primary,拔萃女書院附屬小學,小学,https://www.ps152.edu.hk,尊師、重道、勤學、力行,"252 Sai Ying Pun Road, Hong Kong",缺失
708,拔萃小學 Diocesan Preparatory School 舊小拔,拔萃小學 Diocesan Preparatory School 舊小拔,小学,缺失,敬畏耶和華是智慧的開端。 The fear of the Lord is the beginning of wisdom.,缺失,缺失
151,Diocesan Boys School Primary,拔萃男書院附屬小學,小学,https://www.ps151.edu.hk,尊師、重道、勤學、力行,"251 Sheung Wan Road, Hong Kong",缺失
